,num,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,weight
654,181426,181427,B003ZRZNMA,A2B2ENQHZ9TL8A,"Jerie L. Putnam ""Mrs. Buckley""",0,0,1,1334793600,not 2 liters as the photo shows...,"i know, i shouldve first converted the ounces to liters to see what a was REALLY getting.  small gatorade sized containers!  deceptive photo........",1.2193337560357022e-05
632,388150,388151,B000633Y40,A3K9AOX3G51QP4,zombilex,4,4,3,1331337600,"Not bad, but not my favorite for my med-large dog","My Rottweiler/German Shepherd mix (85 pounds) loved this bone!  He licked all the peanut butter out in about a day, though.  He is still carrying it around, but I imagine within a couple days he'll be bored again.  I tried this bone as an alternative to the messy but meaty mammoth bones.  It wasn't a totally failed experiment...he does like the bone, but the mammoth bones are only a bit more expensive and last ages longer.  This is a nice solid bone, though.  My dog chews through rawhides in less than an hour, so we don't get him anything too soft or it's gone immediately.<br /><br />In short, very hard bone that will last a while, but the filling can be removed very quickly.",2.3452707615094163e-05
1376,79521,79522,B003TNANSO,A2URDCT9F4H27E,H Atkins,3,3,3,1345248000,Not good shipped?,"I bought one of these at a store and thought I would order a box of the Peanut Butter-Dark Chocolate Protein online. I am not sure if it is the heat of the summer or off batches but the last two 12 packs I have ordered have been in date but as hard as rock. Not like the individual one I bought in the store. Also, it is a delicious bar and barely impacts my blood sugar so makes a great on-the-run snack.  Note: I don't taste the peanut butter at all. I like peanut butter so was a bar disappointed but the bars are still tasty.",2.3452707615094163e-05
997,83675,83676,B005ZBZLT4,AXI1LYBQI29KQ,C. Williamson,2,2,3,1340668800,Strong brew,"San Francisco Bay 'Fog Chaser' is true to it's name. It will definitely lift the morning fog and get you going. It's a very strong brew, but isn't harsh. You will not question whether you have had a cup of coffee though. You will know.<br /><br />I like it so well that I've got it on a subscription.",2.3452707615094163e-05
201,391511,391512,B002NSFCAK,AMSGTYWUW7J6J,Stefvw8,0,0,1,1297036800,Would not recommend,"I thought these would be great for my picky eater, but they neither look nor taste anything like fries.  I like almost any food and I can't even eat them.  They taste like cardboard and have no flavor.  My daughter will not eat them.  I would definitely not recommend this product.",1.2193337560357022e-05
67,511051,511052,B004FGWU9O,A3MEI1AS9OXDMC,jbs,0,0,3,1326931200,Good morning coffee,"I love my Keurig but haven't found my ""perfect"" cup of coffee yet, although this comes close. I prefer a medium brew, not bold or strong. Breakfast in Bed is my choice so far.",2.3452707615094163e-05
308,482102,482103,B0018KLPFK,A233H2J16V56W8,"Claxon,Bill",8,12,3,1170115200,"Good lemon flavor,no potassium punch.Back to the lab.","The creators of this flavor (in the excellent larabar line of energy bars) got the lemon flavor perfect;but why did they leave out the potassium common in most other selections?The potassium is what makes the good ""well being"" feeling after you have digested this wonderful fiber heavy food and without that you get a curious hollow feeling when you are supposed to be humming.That is Humm Foods goal, after all.I wonder what lara was thinking about with this one flavor?I would suggest a re-working of the lemon selection to incorporate more minerals.( especially the potassium).Otherwise, these are great bars; the cherry pie and cinnemon roll are the best ,followed by banana cookie,pecan pie,and apple pie of the flavors I have tried.But as everyone knows, most no other opinion is more subjective than taste.",2.3452707615094163e-05
1031,374074,374075,B002OFUC8O,A2Y4S4CNGKF21S,H. Swanson,0,1,3,1335398400,"Good jerky, too much pepper!!","The jerky itself is very good quality. The only problem is how much pepper they load onto these pieces. It's so much that it burns my mouth and I can't even taste the jerky, all I can taste is strong pepper. Then it gets into the back of my throat and burns sometimes, or might get stuck in my teeth, all making for a very unpleasant experience!",2.3452707615094163e-05
1216,318517,318518,B001R2Q1SA,A17T2660XVV21Y,Linda B,3,6,3,1279584000,stick with Fever Tree,"I was disappointed with this tonic water, especially after shelling out the big bucks. It tastes flat and boring. I found it did not hold up to gin so tried it with vodka and was still disappointed with the results. My usual tonic water is Fever Tree and I find it to be a far superior mixer--bolder, crisper and cleaner. For gin and tonics, I prefer gins that are heavy on the juniper (Tanquery 10 is my favorite). If your taste runs toward milder gins, the Q Tonic may suit you better than it did me. Also, if you're looking to cut calories, Q Tonic is definitely a better option than the chemical-packed-diet tonic waters. However, if you're a true gin aficionado, stick with Fever Tree.",2.3452707615094163e-05
262,538189,538190,B0061IUIDY,A2UVYN2FO7X43V,"Margaret H. Bonham ""skywarrior""",0,0,3,1343260800,Too much Ceylon; not enough Assam,"Tea snob here, so be forewarned.  If I were comparing bagged tea to loose tea, the very best bagged tea would get about 3 stars.  So, I'm comparing only bagged teas.<br /><br />This tea held a lot of promise but didn't deliver.  English Breakfast should be one of those stronger teas that has a nice robust flavor from Assam tea.  Instead, I got a mildly strong flavor with the astringent bite of Ceylon at the finish.  Ceylon?  Yep.  I could go to Lipton tea for that.<br /><br />So, what you basically have is an upscale version of Lipton tea.  I gave it three stars because, well, it's okay.  Not undrinkable.  Someone out there is bound to rave about the flavor, and that's good, because it'll show them there's more to tea than just the generic stuff.  But I really expected more, even from a bagged tea.<br /><br />If you really love this tea, start trying loose teas.  There are plenty of companies out there that provide some great black teas.  Adagio is one, but not the only one.  Try <a href=""http://www.amazon.com/gp/product/B001EQ4JS8"">Adagio Teas English Breakfast, 4-Ounce Tins (Pack of 2)</a>  Much better stuff.",2.3452707615094163e-05
745,378466,378467,B008FHUGNQ,A24V0SRCB8XBAC,James B. Williams,0,1,1,1322179200,"Jet Fuel K - Cups,  not the best....",I buy K-Cups from Amazon regularly but the Jet Fuel Cup are not very good....I would stay with Green Mountian Brand or some of the other name brands........,1.2193337560357022e-05
289,33070,33071,B000BOCAYO,A2CNOW106JUKI5,Jo-Anne,1,1,1,1290470400,Did not like.,This product did not taste like we had expected from sampling other plum sauces.  Did not like this one at all.  We would not purchase this item again.,1.2193337560357022e-05
389,93051,93052,B004YV80OE,A1NOV41485TE0D,"S. Walker ""Wicked Walker Reviews""",0,1,3,1317081600,Falls short of expectations,"I have to admit I was pretty excited to try this, I love Velveeta Shells and Cheese so I was hoping this was a bulked up version of that.  As the other reviews have pointed out, the broccoli leaves something to be desired.  After I opened the packed I thought about leaving it out all together.  The flavor is good overall but it doesn't WOW me and honestly not that much better than Hamburger/Chicken Helper.  I also tried the Cheeseburger Mac version and I liked it better than the Chicken and Broccoli but again, nothing to get excited about.  The flavor is on par with Hamburger/Chicken Helper and the preparation is very similar.  I would probably buy it again because it is a decent, quick meal but it isn't something that I would crave.",2.3452707615094163e-05
264,392944,392945,B003VXL0V6,AIKS2Z0SGDQL9,s.pugh,0,0,5,1327363200,I would order again!,Wolfgang Puck makes the BEST coffee! The package arrived on time and in perfect condition! I would definitely order this again.,2.2533840194512107e-06
681,382850,382851,B002T0IHPO,AIUB4K9SYEDP5,Michael J. Horist,2,2,3,1304121600,"It's ok, but it's no ""Diet Coke""","As other reviews have mentioned, this pice is ridiculous.  However the product itself is decent.  I purchased this elsewhere because I love the taste of Diet Coke and read some reviews that  tastes just lke Diet Coke.  (My parents have had a soda fountain in their house since I was 2, I'm 31 now) ...  This tastes alot like Coke but no like Diet Coke(which makes sense, it doesn't use aspartame, it uses the sugar free sugar stuff)<br /><br />It is nice being able to make soda on demand though ...  I'm going to siphon some syrup from my parents and try that (if it works, you can get 5 gallon ""bags"" of Diet Coke from SAMs club, makes 35 gallons of soda)",2.3452707615094163e-05
583,557593,557594,B003YBLF2E,AWJBO5XGIW8ZS,"Nicki Heskin ""Editor, Early Childhood and Bre...",0,0,3,1300924800,"Good alternative to similar, less healthy products","I have to admit that I wasn't overwhelmed with adoration for this product, although it is a nice alternative to less healthy versions of this type of meal.<br /><br />The food was all fresh and tasty.  The salmon is in a little container similar to the dipping sauces you would get for chicken nuggets at McDonalds, already prepared with the sauce (I wasn't expecting that.. I though it would have to be mixed)  It was nice that it wasn't mixed with mayonnaise.  You peel off the top label and then use the fork to put small amounts on the crackers.  I didn't think there would be enough, as it doesn't seem like much, but it turned out there was plenty.  The crackers are ""Late July"" brand - a slightly healthier version of a Ritz.  The trail mix was decent.. the ginger peanuts tasted neither like ginger or peanuts, but were good just the same.  The dried edamame was fine, but I didn't finish it.. there was simply too much of that particular texture and flavor for me to want it all, even though it was a small bag.  The chocolate, as you might expect was a nice treat!<br /><br />My biggest problem with this item is that at the end of eating it (even had I finished the edamame), I just wasn't full.  It is not substantial enough to be a meal.  Also, not that expected differently, but the amount of trash at the end of the meal considering how little food there was is embarrassingly unsustainable.  The plastic fork they included probably should have been compostable-style given the audience this is appealing to, but was not.<br /><br />The box had a sudoku puzzle printed on the inside for those looking for entertainment on the go while they snack, but maybe they should have then included a little golf pencil or something like that.<br /><br />It was good.  But I don't think I'm going to order more.",2.3452707615094163e-05
